waterbody_name,fish_species_present_at_waterbody,comments,special_regulations_on_waterbody,county,types_of_public_access,public_fishing_access_owner,waterbody_information,longitude,latitude,location,location_2
Catharine Creek,Rainbow Trout,None,,Schuyler,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.84384325,42.31868831,POINT(-76.843843245 42.318688306),POINT(-76.843843245 42.318688306)
Catharine Creek,Rainbow Trout,None,,Chemung,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.83804508,42.23336315,POINT(-76.838045081 42.23336315),POINT(-76.838045081 42.23336315)
Cohocton River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31494.html,Steuben,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcohoctriv.pdf,-77.40127919,42.39277312,POINT(-77.401279185 42.392773122),POINT(-77.401279185 42.392773122)
Cohocton River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31494.html,Steuben,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcohoctriv.pdf,-77.43837055,42.4331772,POINT(-77.438370553 42.433177196),POINT(-77.438370553 42.433177196)
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.78875774,42.6417495,POINT(-75.788757735 42.6417495),POINT(-75.788757735 42.6417495)
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.80673623,42.63148672,POINT(-75.806736226 42.631486721),POINT(-75.806736226 42.631486721)
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.84069333,42.5983755,POINT(-75.840693329 42.598375502),POINT(-75.840693329 42.598375502)
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.86497459,42.58259049,POINT(-75.864974593 42.582590493),POINT(-75.864974593 42.582590493)
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.8780731,42.57545591,POINT(-75.878073101 42.575455908),POINT(-75.878073101 42.575455908)
Saranac River,Brown Trout* - Rainbow Trout* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsaranac.pdf,-73.84038188,44.59193542,POINT(-73.840381884 44.591935419),POINT(-73.840381884 44.591935419)
Saranac River,Brown Trout* - Rainbow Trout* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsaranac.pdf,-73.85175276,44.57896374,POINT(-73.851752762 44.578963744),POINT(-73.851752762 44.578963744)
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.7391566,44.92318027,POINT(-73.7391566 44.923180272),POINT(-73.7391566 44.923180272)
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.72289653,44.92407414,POINT(-73.722896528 44.924074139),POINT(-73.722896528 44.924074139)
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.68912689,44.93008698,POINT(-73.689126893 44.930086984),POINT(-73.689126893 44.930086984)
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-75.04581359,43.21243092,POINT(-75.045813591 43.212430917),POINT(-75.045813591 43.212430917)
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-75.07444829,43.23012731,POINT(-75.074448288 43.230127308),POINT(-75.074448288 43.230127308)
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.98054753,43.15038231,POINT(-74.98054753 43.150382305),POINT(-74.98054753 43.150382305)
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.98009686,43.14606498,POINT(-74.980096863 43.146064976),POINT(-74.980096863 43.146064976)
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.98390554,43.04933028,POINT(-74.983905535 43.049330282),POINT(-74.983905535 43.049330282)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.85563384,43.16683297,POINT(-73.855633839 43.166832965),POINT(-73.855633839 43.166832965)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.927986,43.07505821,POINT(-73.927985997 43.075058208),POINT(-73.927985997 43.075058208)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.93253511,43.07054859,POINT(-73.932535114 43.070548589),POINT(-73.932535114 43.070548589)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.93489086,43.06713748,POINT(-73.934890864 43.067137477),POINT(-73.934890864 43.067137477)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.92756792,43.06613727,POINT(-73.927567921 43.066137269),POINT(-73.927567921 43.066137269)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.92573437,43.06636974,POINT(-73.925734366 43.066369738),POINT(-73.925734366 43.066369738)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.9171198,43.06286767,POINT(-73.917119802 43.06286767),POINT(-73.917119802 43.06286767)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.91699309,43.06107744,POINT(-73.916993091 43.061077438),POINT(-73.916993091 43.061077438)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.88933991,43.04061339,POINT(-73.889339909 43.040613393),POINT(-73.889339909 43.040613393)
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.8647577,43.02614326,POINT(-73.864757704 43.026143257),POINT(-73.864757704 43.026143257)
Batten Kill,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31502.html,Washington,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbattenkil.pdf,-73.30044924,43.09367999,POINT(-73.30044924 43.093679986),POINT(-73.30044924 43.093679986)
Batten Kill,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31502.html,Washington,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbattenkil.pdf,-73.36548214,43.14443689,POINT(-73.365482144 43.144436885),POINT(-73.365482144 43.144436885)
Schroon River,Brook Trout* - Brown Trout* - Rainbow Trout - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31501.html,Essex,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschroon.pdf,-73.74159031,43.87406314,POINT(-73.741590306 43.874063138),POINT(-73.741590306 43.874063138)
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.24900442,43.47924315,POINT(-75.249004417 43.479243148),POINT(-75.249004417 43.479243148)
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.28572099,43.5076957,POINT(-75.285720994 43.507695701),POINT(-75.285720994 43.507695701)
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.29143604,43.50447764,POINT(-75.291436042 43.504477636),POINT(-75.291436042 43.504477636)
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.30897245,43.53691816,POINT(-75.30897245 43.536918159),POINT(-75.30897245 43.536918159)
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.31901961,43.55504378,POINT(-75.319019606 43.555043775),POINT(-75.319019606 43.555043775)
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.32155884,43.54894534,POINT(-75.321558836 43.54894534),POINT(-75.321558836 43.54894534)
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.12654971,43.74442036,POINT(-76.126549706 43.744420358),POINT(-76.126549706 43.744420358)
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.16273089,43.71254234,POINT(-76.162730885 43.712542336),POINT(-76.162730885 43.712542336)
Catskill Creek,Brown Trout*,None,,Schoharie,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.25762952,42.48150947,POINT(-74.257629517 42.481509465),POINT(-74.257629517 42.481509465)
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.16878354,43.71623723,POINT(-76.168783536 43.716237233),POINT(-76.168783536 43.716237233)
West Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.77489949,43.36125889,POINT(-75.774899494 43.361258892),POINT(-75.774899494 43.361258892)
West Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.78064704,43.35294723,POINT(-75.780647035 43.352947226),POINT(-75.780647035 43.352947226)
East Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebfishcreek.pdf,-75.54528111,43.522414,POINT(-75.545281112 43.522413999),POINT(-75.545281112 43.522413999)
East Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebfishcreek.pdf,-75.59884961,43.44381236,POINT(-75.598849611 43.443812362),POINT(-75.598849611 43.443812362)
Salmon River,Brook Trout - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.35662255,44.91746415,POINT(-74.356622551 44.917464151),POINT(-74.356622551 44.917464151)
Salmon River,Brook Trout - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.34696966,44.91751588,POINT(-74.34696966 44.917515881),POINT(-74.34696966 44.917515881)
Salmon River,Brook Trout - Brown Trout -* Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.31233279,44.87599017,POINT(-74.312332794 44.87599017),POINT(-74.312332794 44.87599017)
Neversink River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.6070776,41.77628284,POINT(-74.607077598 41.776282842),POINT(-74.607077598 41.776282842)
Neversink River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.60537703,41.73489598,POINT(-74.605377031 41.734895981),POINT(-74.605377031 41.734895981)
Neversink River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31474.html,Orange,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.59935678,41.45122148,POINT(-74.599356783 41.451221477),POINT(-74.599356783 41.451221477)
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-75.09790921,41.97943757,POINT(-75.097909209 41.979437565),POINT(-75.097909209 41.979437565)
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-75.0174336,41.97231425,POINT(-75.0174336 41.972314245),POINT(-75.0174336 41.972314245)
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.96481748,41.95125536,POINT(-74.96481748 41.95125536),POINT(-74.96481748 41.95125536)
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.9167625,41.94558083,POINT(-74.916762501 41.94558083),POINT(-74.916762501 41.94558083)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.87501562,41.92589696,POINT(-74.875015615 41.925896961),POINT(-74.875015615 41.925896961)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.8683441,41.92692535,POINT(-74.868344099 41.926925345),POINT(-74.868344099 41.926925345)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.85839903,41.92357724,POINT(-74.858399028 41.923577242),POINT(-74.858399028 41.923577242)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.84874335,41.92833564,POINT(-74.848743353 41.92833564),POINT(-74.848743353 41.92833564)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.84015777,41.92640075,POINT(-74.840157771 41.926400748),POINT(-74.840157771 41.926400748)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.8189745,41.90657613,POINT(-74.818974502 41.906576127),POINT(-74.818974502 41.906576127)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.80077146,41.90312203,POINT(-74.800771456 41.903122029),POINT(-74.800771456 41.903122029)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.78049411,41.90185064,POINT(-74.780494107 41.901850643),POINT(-74.780494107 41.901850643)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.70691617,41.91262869,POINT(-74.706916166 41.912628694),POINT(-74.706916166 41.912628694)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.69940573,41.9065123,POINT(-74.699405731 41.906512299),POINT(-74.699405731 41.906512299)
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.69516344,41.91192063,POINT(-74.695163442 41.911920632),POINT(-74.695163442 41.911920632)
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.67622276,42.36918365,POINT(-74.676222756 42.369183648),POINT(-74.676222756 42.369183648)
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.70384275,42.34793343,POINT(-74.703842749 42.347933425),POINT(-74.703842749 42.347933425)
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.8154991,42.32840937,POINT(-74.815499103 42.328409371),POINT(-74.815499103 42.328409371)
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31431.html,Broome,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.42316071,42.05115703,POINT(-75.423160705 42.051157028),POINT(-75.423160705 42.051157028)
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31431.html,Broome,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.4231097,42.05774997,POINT(-75.423109696 42.057749967),POINT(-75.423109696 42.057749967)
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.42168242,42.05690602,POINT(-75.421682418 42.05690602),POINT(-75.421682418 42.05690602)
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.41989485,42.04473385,POINT(-75.419894847 42.044733845),POINT(-75.419894847 42.044733845)
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.29136679,42.05271496,POINT(-74.29136679 42.052714955),POINT(-74.29136679 42.052714955)
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.27150866,42.00273917,POINT(-74.271508657 42.002739173),POINT(-74.271508657 42.002739173)
Batavia Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbataviak.pdf,-74.4173099,42.30516732,POINT(-74.417309899 42.305167318),POINT(-74.417309899 42.305167318)
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.32306346,42.19254557,POINT(-74.323063462 42.192545573),POINT(-74.323063462 42.192545573)
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement - Hunter-West Kill Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.26953347,42.18237536,POINT(-74.269533468 42.182375363),POINT(-74.269533468 42.182375363)
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement - Hunter-West Kill Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.26257355,42.17760132,POINT(-74.262573553 42.17760132),POINT(-74.262573553 42.17760132)
Catskill Creek,Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.15199212,42.40484708,POINT(-74.151992121 42.404847084),POINT(-74.151992121 42.404847084)
Kinderhook Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31438.html,Columbia,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkinderhook.pdf,-73.47975301,42.48692859,POINT(-73.479753005 42.486928585),POINT(-73.479753005 42.486928585)
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.39994922,42.2834234,POINT(-74.399949217 42.283423399),POINT(-74.399949217 42.283423399)
